Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,test_mse,test_r2
2023-09-11 16:19:36,1.6min,f7c95d1417fc4b97952147f9da1e18a0,method-sto-lr-0.001-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,6.877169690661299e+304,-0.02965510683104955
2023-09-11 16:24:30,1.1min,1f83ceccfd5841388b854c7436c4d3e7,method-mini-lr-0.01-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,3.021516343326111e+304,-0.03206554746685608
2023-09-11 15:38:10,1.2min,c528678a1ead4c22b0e1cd5c0fdcb266,method-mini-lr-0.01-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,7.295652572464269e+304,-0.03813642988745003
2023-09-11 22:53:04,4.3min,9bb614022cc04f29ae48e02337d7f0ec,method-mini-lr-0.001-reg-Normal,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,2.4692538881349897,-0.04357613976937835
2023-09-11 22:44:45,4.1min,be26fc202d6a4b5f829edbcbefc30a57,method-mini-lr-0.0001-reg-Normal,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,2.469377829264214,-0.044163712427227386
2023-09-12 00:06:24,32.5min,e7841a5bdd324d92a7aff1114b0b02bd,method-mini-lr-0.0001-reg-Normal,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,2.467025762165119,-0.04418124062151274
2023-09-12 00:43:13,4.2min,773c2e74f8564a2487d77c8d2b38b678,method-mini-lr-0.001-reg-Normal,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,2.467036389910495,-0.04438659490641128
2023-09-11 15:43:44,1.0min,371fd58f3ee04066bc1dce5ac8e7b776,method-mini-lr-0.01-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,1.2070713119043855e+304,-0.05130834821243657
2023-09-11 21:47:02,4.0min,c6af41ed6c504ac8b7a820e3e6d3a0a1,method-batch-lr-0.01-reg-Normal,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,2.7512139243250138,-0.05947062907818257
2023-09-11 23:01:35,4.9min,92c1f652571f463586695383746a70aa,method-batch-lr-0.01-reg-Normal,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,2.748248496233875,-0.05948647763638992
2023-09-11 17:28:30,6.8min,96698db409224bf9968048a4aa036e97,method-sto-lr-0.0001-reg-Lasso,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,0.7732716648415624,-0.10122030328070486
2023-09-11 18:57:13,6.7min,e1d2bf71d9f74adfb2b9c1da592bb6b3,method-sto-lr-0.0001-reg-Lasso,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,0.772846035635865,-0.10137215772212183
2023-09-11 16:30:13,58.9s,878fe8535709409287f8145f0f65b233,method-mini-lr-0.01-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,5.315756571401685e+304,-0.10154136097446109
2023-09-11 15:34:51,3.3min,dc8a5925ded043c29a4dfef33c0670ec,method-sto-lr-0.0001-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.44662558094392e+260,-0.11461495433505875
2023-09-11 16:21:14,3.3min,f7479ff5a80b424aab0bf35c227c80b9,method-sto-lr-0.0001-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,3.226465939001495e+260,-0.1584249008264791
